Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.000806	0.410105	0.554826	76.111115	68.000000	
0.000800	0.433977	0.561645	74.333336	67.000000	
0.000794	0.448918	0.518745	72.333336	71.000000	
0.000788	0.404572	0.536235	75.888885	69.000000	
0.000781	0.417686	0.494252	74.888885	73.000000	
0.000775	0.375966	0.482454	78.666664	74.000000	
0.000768	0.345636	0.481294	81.333336	74.000000	
0.000761	0.351427	0.539747	80.333336	68.000000	
0.000755	0.398433	0.465657	75.333336	77.000000	
0.000748	0.350433	0.591719	79.777779	64.000000	
0.000741	0.353118	0.509363	79.888885	73.000000	
0.000734	0.347752	0.522958	79.777779	69.000000	
0.000727	0.350032	0.620829	80.111115	58.999996	
0.000720	0.414758	0.639764	73.888885	57.000000	
0.000713	0.401824	0.588698	73.777779	62.000000	
0.000706	0.380152	0.527660	76.555557	68.000000	
0.000699	0.322530	0.476392	82.555557	73.000000	
0.000691	0.398244	0.595885	74.222221	61.000000	
0.000684	0.310273	0.375251	82.888885	83.000000	
0.000677	0.279735	0.432279	85.444443	77.000000	
0.000669	0.256396	0.379736	87.555557	82.000000	
0.000662	0.246701	0.356888	88.333336	84.000000	
0.000655	0.258117	0.384509	87.000000	81.000000	
0.000647	0.251011	0.401870	87.555557	79.000000	
0.000640	0.247286	0.389957	87.444443	80.000000	
0.000632	0.224768	0.367862	89.444443	82.000000	
0.000624	0.206034	0.335803	91.111115	85.000000	
0.000617	0.225329	0.364151	89.111115	82.000000	
0.000609	0.225407	0.362526	89.000000	82.000000	
0.000601	0.229120	0.340880	88.666664	84.000000	
0.000594	0.236791	0.329147	87.666664	85.000000	
0.000586	0.246232	0.347689	86.555557	83.000000	
0.000578	0.218773	0.316142	88.888885	86.000000	
0.000570	0.193843	0.334910	91.333336	84.000000	
0.000563	0.204105	0.363845	90.000000	81.000000	
0.000555	0.212551	0.332743	89.000000	84.000000	
0.000547	0.216749	0.351699	88.777779	82.000000	
0.000539	0.192835	0.330937	90.777779	84.000000	
0.000531	0.189415	0.329974	91.111115	84.000000	
0.000524	0.219325	0.349121	88.111115	82.000000	
0.000516	0.209130	0.348162	89.111115	82.000000	
0.000508	0.195222	0.307339	90.222221	86.000000	
0.000500	0.216202	0.336659	88.111115	83.000000	
0.000492	0.209631	0.325944	88.777779	84.000000	
0.000484	0.186886	0.295115	90.888885	87.000000	
0.000476	0.205487	0.334561	89.333336	83.000000	
0.000469	0.199382	0.323747	89.666664	84.000000	
0.000461	0.187775	0.333011	90.555557	83.000000	
0.000453	0.206013	0.332463	88.777779	83.000000	
0.000445	0.199841	0.322052	89.222221	84.000000	
0.000437	0.200075	0.301335	89.222221	86.000000	
0.000430	0.203037	0.300815	88.777779	86.000000	
0.000422	0.210762	0.340571	88.333336	82.000000	
0.000414	0.198904	0.309855	89.111115	85.000000	
0.000406	0.202391	0.339366	89.000000	82.000000	
0.000399	0.212159	0.349115	87.777779	81.000000	
0.000391	0.184411	0.328644	90.666664	83.000000	
0.000383	0.194628	0.308115	89.388885	85.000000	
0.000376	0.201303	0.337892	88.666664	82.000000	
0.000368	0.194184	0.337393	89.444443	82.000000	
0.000361	0.184992	0.317103	90.111115	84.000000	
0.000353	0.199948	0.316892	88.666664	84.000000	
0.000346	0.193249	0.326764	89.333336	83.000000	
0.000338	0.202692	0.336823	88.666664	82.000000	
0.000331	0.204144	0.336538	88.111115	82.000000	
0.000323	0.187871	0.326237	89.888885	83.000000	
0.000316	0.188094	0.325997	90.000000	83.000000	
0.000309	0.196777	0.325663	88.777779	83.000000	
0.000301	0.192438	0.325441	89.222221	83.000000	
0.000294	0.204785	0.325341	88.333336	83.000000	
0.000287	0.192212	0.314946	89.333336	84.000000	
0.000280	0.193577	0.324579	89.222221	83.000000	
0.000273	0.209291	0.334560	87.444443	82.000000	
0.000266	0.200644	0.334464	88.333336	82.000000	
0.000259	0.196507	0.324255	88.777779	83.000000	
0.000252	0.209548	0.324064	87.888885	83.000000	
0.000246	0.199211	0.333801	88.444443	82.000000	
0.000239	0.195148	0.323670	88.888885	83.000000	
0.000232	0.216045	0.323460	87.000000	83.000000	
0.000226	0.189600	0.323179	89.333336	83.000000	
0.000219	0.203607	0.323145	88.000000	83.000000	
0.000213	0.202102	0.333040	88.333336	82.000000	
0.000206	0.205962	0.322890	88.222221	83.000000	
0.000200	0.199797	0.322782	88.222221	83.000000	
0.000194	0.187010	0.332719	89.444443	82.000000	
0.000187	0.187547	0.322685	89.444443	83.000000	
0.000181	0.193177	0.322471	89.000000	83.000000	
0.000175	0.211925	0.322413	87.222221	83.000000	
0.000169	0.190089	0.322356	89.222221	83.000000	
0.000164	0.189085	0.322339	89.333336	83.000000	
0.000158	0.211764	0.312267	87.222221	84.000000	
0.000152	0.194005	0.312262	89.000000	84.000000	
0.000147	0.180355	0.312120	90.222221	84.000000	
0.000141	0.197070	0.322006	88.444443	83.000000	
0.000136	0.183779	0.321963	89.777779	83.000000	
0.000130	0.209368	0.311926	87.444443	84.000000	
0.000125	0.187869	0.311871	89.333336	84.000000	
0.000120	0.192444	0.311838	89.222221	84.000000	
0.000115	0.217908	0.311731	86.333336	84.000000	
0.000110	0.186816	0.311656	89.555557	84.000000	
0.000105	0.216159	0.311578	86.666664	84.000000	
0.000100	0.183803	0.311542	89.777779	84.000000	
0.000096	0.206116	0.311477	87.666664	84.000000	
0.000091	0.193379	0.311482	88.888885	84.000000	
0.000087	0.186687	0.311412	89.333336	84.000000	
0.000082	0.214703	0.311404	86.777779	84.000000	
0.000078	0.200257	0.331361	88.000000	82.000000	
0.000074	0.185628	0.321290	89.666664	83.000000	
0.000070	0.200644	0.331271	88.222221	82.000000	
0.000066	0.198112	0.321248	88.222221	83.000000	
0.000062	0.210283	0.321231	87.222221	83.000000	
0.000058	0.202677	0.311184	88.111115	84.000000	
0.000055	0.189396	0.311135	89.111115	84.000000	
0.000051	0.203127	0.321119	87.888885	83.000000	
0.000048	0.199946	0.321104	88.333336	83.000000	
0.000044	0.188556	0.321078	89.333336	83.000000	
0.000041	0.197188	0.321050	88.333336	83.000000	
0.000038	0.201254	0.331035	88.111115	82.000000	
0.000035	0.209659	0.331022	87.444443	82.000000	
0.000032	0.212089	0.331009	86.888885	82.000000	
0.000030	0.210075	0.331005	87.222221	82.000000	
0.000027	0.197943	0.330998	88.555557	82.000000	
0.000025	0.217565	0.330995	86.777779	82.000000	
0.000022	0.196728	0.340974	88.777779	81.000000	
0.000020	0.198632	0.340946	88.444443	81.000000	
0.000018	0.191242	0.340930	89.111115	81.000000	
0.000016	0.217786	0.340915	86.555557	81.000000	
0.000014	0.200524	0.340910	88.222221	81.000000	
0.000012	0.192181	0.330899	88.888885	82.000000	
0.000010	0.201750	0.330888	88.222221	82.000000	
0.000009	0.205363	0.330883	87.666664	82.000000	
0.000008	0.183574	0.330878	89.666664	82.000000	
0.000006	0.199697	0.330873	88.222221	82.000000	
0.000005	0.187517	0.330870	89.333336	82.000000	
0.000004	0.210042	0.330865	87.444443	82.000000	
0.000003	0.182940	0.330865	89.666664	82.000000	
0.000002	0.210758	0.330863	87.333336	82.000000	
0.000002	0.186131	0.330862	89.444443	82.000000	
0.000001	0.190893	0.330861	89.000000	82.000000	
0.000001	0.185106	0.330861	89.555557	82.000000	
0.000000	0.202219	0.330861	87.888885	82.000000	
0.000000	0.180780	0.330861	90.000000	82.000000	
