Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.000213	0.281812	0.446853	82.555557	74.000000	
0.000206	0.274110	0.487262	83.666664	70.000000	
0.000200	0.344591	0.477154	76.777779	71.000000	
0.000194	0.317218	0.457119	79.000000	73.000000	
0.000187	0.308017	0.467213	79.333336	72.000000	
0.000181	0.290708	0.467412	81.555557	72.000000	
0.000175	0.299532	0.477323	80.777779	71.000000	
0.000169	0.306895	0.467358	80.111115	72.000000	
0.000164	0.291712	0.456990	81.444443	73.000000	
0.000158	0.277402	0.446923	82.666664	74.000000	
0.000152	0.300982	0.457123	81.333336	73.000000	
0.000147	0.294338	0.467347	81.222221	72.000000	
0.000141	0.299822	0.467501	80.666664	72.000000	
0.000136	0.306188	0.467463	80.222221	72.000000	
0.000130	0.294728	0.477413	81.444443	71.000000	
0.000125	0.277225	0.467463	83.000000	72.000000	
0.000120	0.312396	0.467395	79.888885	72.000000	
0.000115	0.292011	0.447380	82.444443	74.000000	
0.000110	0.287576	0.417192	82.000000	77.000000	
0.000105	0.292714	0.417518	81.666664	77.000000	
0.000100	0.284916	0.437597	82.000000	75.000000	
0.000096	0.266980	0.457676	84.000000	73.000000	
0.000091	0.286459	0.457643	82.111115	73.000000	
0.000087	0.271156	0.457695	83.333336	73.000000	
0.000082	0.277449	0.447701	83.111115	74.000000	
0.000078	0.329118	0.437703	77.777779	75.000000	
0.000074	0.288288	0.437870	82.111115	75.000000	
0.000070	0.305714	0.448036	79.888885	74.000000	
0.000066	0.267129	0.448068	84.000000	74.000000	
0.000062	0.334021	0.457932	77.888885	73.000000	
0.000058	0.293017	0.457825	81.666664	73.000000	
0.000055	0.290728	0.457729	81.444443	73.000000	
0.000051	0.291132	0.457699	81.666664	73.000000	
0.000048	0.312537	0.457686	79.555557	73.000000	
0.000044	0.283811	0.457686	82.333336	73.000000	
0.000041	0.287915	0.447704	82.333336	74.000000	
0.000038	0.288945	0.447694	81.444443	74.000000	
0.000035	0.293659	0.447686	81.555557	74.000000	
0.000032	0.295078	0.447689	80.777779	74.000000	
0.000030	0.262694	0.447683	84.333336	74.000000	
0.000027	0.252191	0.447704	85.333336	74.000000	
0.000025	0.256430	0.457743	85.444443	73.000000	
0.000022	0.286364	0.457814	82.555557	73.000000	
0.000020	0.265911	0.458131	84.111115	73.000000	
0.000018	0.270529	0.458269	83.555557	73.000000	
0.000016	0.281908	0.458322	82.000000	73.000000	
0.000014	0.279900	0.458328	83.000000	73.000000	
0.000012	0.290398	0.458301	81.777779	73.000000	
0.000010	0.293274	0.458285	81.444443	73.000000	
0.000009	0.330272	0.458271	77.444443	73.000000	
0.000008	0.272024	0.458263	83.666664	73.000000	
0.000006	0.285607	0.458252	82.222221	73.000000	
0.000005	0.278982	0.458247	82.666664	73.000000	
0.000004	0.281524	0.458239	82.555557	73.000000	
0.000003	0.311998	0.458228	80.000000	73.000000	
0.000002	0.270085	0.458218	83.666664	73.000000	
0.000002	0.318535	0.458218	78.555557	73.000000	
0.000001	0.268203	0.458218	84.222221	73.000000	
0.000001	0.318323	0.458217	78.555557	73.000000	
0.000000	0.293321	0.458217	81.222221	73.000000	
0.000000	0.314791	0.458217	79.222221	73.000000	
