Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.000022	0.201643	0.538212	90.222221	64.000000	
0.000020	0.189780	0.538194	91.111115	64.000000	
0.000018	0.196548	0.518139	90.555557	66.000000	
0.000016	0.197242	0.518103	90.777779	66.000000	
0.000014	0.205477	0.518077	90.000000	66.000000	
0.000012	0.209907	0.518071	89.666664	66.000000	
0.000010	0.179820	0.518049	92.222221	66.000000	
0.000009	0.191091	0.508034	91.111115	67.000000	
0.000008	0.192405	0.518018	91.000000	66.000000	
0.000006	0.207033	0.518007	89.888885	66.000000	
0.000005	0.191103	0.507996	91.222221	67.000000	
0.000004	0.175355	0.497999	92.777779	68.000000	
0.000003	0.185370	0.498001	91.666664	68.000000	
0.000002	0.192647	0.508001	91.111115	67.000000	
0.000002	0.185549	0.518002	91.555557	66.000000	
0.000001	0.185633	0.518001	91.666664	66.000000	
0.000001	0.193855	0.518001	91.111115	66.000000	
0.000000	0.185860	0.518000	91.666664	66.000000	
0.000000	0.187634	0.518000	91.333336	66.000000	
