Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.000500	0.238281	0.497385	85.333336	72.000000	
0.000492	0.228629	0.457712	86.000000	76.000000	
0.000484	0.217744	0.552674	87.111115	67.000000	
0.000476	0.234825	0.548118	85.888885	67.000000	
0.000469	0.250801	0.518154	83.888885	70.000000	
0.000461	0.219463	0.522951	86.888885	69.000000	
0.000453	0.224130	0.514660	86.222221	71.000000	
0.000445	0.257850	0.487772	83.000000	73.000000	
0.000437	0.241186	0.499474	84.666664	71.000000	
0.000430	0.231104	0.537377	85.444443	68.000000	
0.000422	0.231025	0.449820	85.333336	76.000000	
0.000414	0.215377	0.503144	87.000000	71.000000	
0.000406	0.231855	0.515774	85.222221	70.000000	
0.000399	0.239740	0.521657	84.555557	70.000000	
0.000391	0.239526	0.516288	84.333336	69.000000	
0.000383	0.219153	0.516009	86.666664	69.000000	
0.000376	0.248802	0.524787	83.444443	69.000000	
0.000368	0.239589	0.497892	84.333336	71.000000	
0.000361	0.230618	0.507687	85.222221	70.000000	
0.000353	0.223031	0.512512	86.000000	69.000000	
0.000346	0.240296	0.517025	84.333336	69.000000	
0.000338	0.225654	0.504981	85.888885	70.000000	
0.000331	0.218396	0.491178	86.444443	72.000000	
0.000323	0.205788	0.511209	87.444443	70.000000	
0.000316	0.229652	0.572903	85.333336	64.000000	
0.000309	0.229007	0.505836	85.333336	70.000000	
0.000301	0.226622	0.522340	85.444443	68.000000	
0.000294	0.222066	0.519665	85.777779	69.000000	
0.000287	0.218373	0.518630	86.222221	69.000000	
0.000280	0.220068	0.583817	86.222221	62.000000	
0.000273	0.192220	0.513101	88.777779	69.000000	
0.000266	0.226479	0.579816	85.333336	62.000000	
0.000259	0.213825	0.598002	86.666664	61.000000	
0.000252	0.211535	0.586909	86.888885	62.000000	
0.000246	0.241100	0.602723	84.000000	61.000000	
0.000239	0.201836	0.598059	87.777779	61.000000	
0.000232	0.210559	0.555563	86.777779	65.000000	
0.000226	0.227706	0.563094	85.444443	64.000000	
0.000219	0.202965	0.512314	87.777779	69.000000	
0.000213	0.208037	0.573796	87.111115	63.000000	
0.000206	0.198233	0.608612	88.000000	60.000004	
0.000200	0.212652	0.605146	86.666664	60.000004	
0.000194	0.197724	0.605274	88.222221	60.000004	
0.000187	0.200957	0.594257	87.777779	61.000000	
0.000181	0.218670	0.600768	86.000000	61.000000	
0.000175	0.218540	0.550473	85.888885	65.000000	
0.000169	0.208199	0.593130	87.111115	61.000000	
0.000164	0.230566	0.556230	85.000000	65.000000	
0.000158	0.220389	0.555893	86.000000	63.000000	
0.000152	0.217750	0.584003	86.222221	61.000000	
0.000147	0.201309	0.586516	87.666664	61.000000	
0.000141	0.222873	0.587839	85.777779	61.000000	
0.000136	0.231526	0.611090	84.888885	58.000000	
0.000130	0.231173	0.563981	84.777779	63.000000	
0.000125	0.200341	0.593566	87.777779	61.000000	
0.000120	0.216732	0.582612	86.222221	61.000000	
0.000115	0.192844	0.556513	88.444443	64.000000	
0.000110	0.212756	0.603233	86.444443	60.000004	
0.000105	0.200760	0.576887	87.666664	62.000000	
0.000100	0.201683	0.574986	87.555557	62.000000	
0.000096	0.216478	0.577274	86.222221	62.000000	
0.000091	0.208494	0.583516	87.000000	61.000000	
0.000087	0.219662	0.586737	85.888885	61.000000	
0.000082	0.228503	0.586713	84.777779	61.000000	
0.000078	0.204585	0.612834	87.666664	58.000000	
0.000074	0.218409	0.598103	86.000000	58.999996	
0.000070	0.208295	0.610879	86.888885	58.999996	
0.000066	0.192278	0.619712	88.444443	58.000000	
0.000062	0.218679	0.630769	86.111115	57.000000	
0.000058	0.231505	0.603994	84.888885	58.499996	
0.000055	0.215171	0.604619	86.333336	58.999996	
0.000051	0.220230	0.595027	85.666664	60.000004	
0.000048	0.215925	0.617901	86.222221	58.000000	
0.000044	0.229947	0.616885	84.777779	58.000000	
0.000041	0.205495	0.624331	87.222221	58.000000	
0.000038	0.216121	0.637870	86.111115	56.000000	
0.000035	0.222013	0.637688	85.777779	56.000000	
0.000032	0.223658	0.629469	85.444443	57.000000	
0.000030	0.213653	0.611036	86.555557	58.999996	
0.000027	0.206786	0.605179	87.000000	60.000004	
0.000025	0.225411	0.584869	85.444443	62.000000	
0.000022	0.205153	0.579894	87.111115	62.000000	
0.000020	0.232177	0.627215	84.444443	57.000000	
0.000018	0.214245	0.617647	86.666664	58.000000	
0.000016	0.203043	0.606292	87.444443	58.999996	
0.000014	0.210503	0.611561	86.666664	58.999996	
0.000012	0.209769	0.621453	86.777779	57.000000	
0.000010	0.215127	0.605969	86.222221	58.999996	
0.000009	0.213847	0.618556	86.333336	58.000000	
0.000008	0.212713	0.604900	86.333336	60.000004	
0.000006	0.196900	0.622022	88.000000	58.000000	
0.000005	0.200916	0.608263	87.555557	58.999996	
0.000004	0.231176	0.629386	84.666664	57.000000	
0.000003	0.210027	0.603986	86.888885	60.000004	
0.000002	0.215617	0.608481	86.111115	58.999996	
0.000002	0.205197	0.618927	87.222221	58.000000	
0.000001	0.201608	0.605737	87.555557	58.999996	
0.000001	0.202817	0.594426	87.444443	60.000004	
0.000000	0.232723	0.609629	84.444443	58.999996	
0.000000	0.209425	0.620608	86.777779	58.000000	
