Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001000	1.417567	1.437692	3.800000	3.000000	
0.001000	1.395112	1.386485	9.900000	5.700000	
0.001000	1.353580	1.341636	15.700000	14.300000	
0.000999	1.322590	1.320289	74.599998	93.000000	
0.000999	1.287099	1.272618	87.400002	92.800003	
0.000998	1.257153	1.258729	92.199997	92.000000	
0.000998	1.245380	1.215512	94.000000	93.300003	
0.000997	1.195060	1.197068	94.000000	94.000000	
0.000996	1.171009	1.157139	94.000000	94.000000	
0.000995	1.154042	1.144180	94.000000	94.000000	
0.000994	1.112257	1.101999	94.000000	94.000000	
0.000993	1.100374	1.080652	94.000000	94.000000	
0.000991	1.076533	1.066273	94.000000	94.000000	
0.000990	1.056536	1.044677	94.000000	94.000000	
0.000988	1.032936	1.020340	94.000000	94.000000	
0.000986	1.014012	1.009959	94.000000	94.000000	
0.000984	1.008819	1.006204	94.000000	94.000000	
0.000982	0.989561	0.986028	94.000000	94.000000	
0.000980	0.974954	0.969685	94.000000	94.000000	
0.000978	0.964056	0.965008	94.000000	94.000000	
0.000976	0.955378	0.951578	94.000000	94.000000	
0.000973	0.941773	0.942546	94.000000	94.000000	
0.000970	0.928659	0.922562	94.000000	94.000000	
0.000968	0.909898	0.908921	94.000000	94.000000	
0.000965	0.908619	0.897385	94.000000	94.000000	
0.000962	0.897042	0.875499	94.000000	94.000000	
0.000959	0.880469	0.877892	94.000000	94.000000	
0.000956	0.863699	0.873702	94.000000	94.000000	
0.000952	0.866994	0.865353	94.000000	94.000000	
0.000949	0.846756	0.847688	94.000000	94.000000	
0.000946	0.844283	0.853918	94.000000	94.000000	
0.000942	0.837813	0.837798	94.000000	94.000000	
0.000938	0.827776	0.824794	94.000000	94.000000	
0.000934	0.820914	0.826826	94.000000	94.000000	
0.000930	0.805071	0.819144	94.000000	94.000000	
0.000926	0.810061	0.803698	94.000000	94.000000	
0.000922	0.805159	0.809124	94.000000	94.000000	
0.000918	0.791510	0.789202	94.000000	94.000000	
0.000914	0.786053	0.784440	94.000000	94.000000	
0.000909	0.787430	0.785668	94.000000	94.000000	
0.000905	0.785468	0.789754	94.000000	94.000000	
0.000900	0.769288	0.778556	94.000000	94.000000	
0.000895	0.773886	0.768099	94.000000	94.000000	
0.000890	0.763723	0.770279	94.000000	94.000000	
0.000885	0.755627	0.756734	94.000000	94.000000	
0.000880	0.754223	0.766984	94.000000	94.000000	
0.000875	0.749427	0.750943	94.000000	94.000000	
0.000870	0.748464	0.744119	94.000000	94.000000	
0.000864	0.746994	0.737068	94.000000	94.000000	
0.000859	0.736384	0.736466	94.000000	94.000000	
0.000854	0.733835	0.741449	94.000000	94.000000	
0.000848	0.732304	0.734650	94.000000	94.000000	
0.000842	0.740920	0.738299	94.000000	94.000000	
0.000837	0.729445	0.729476	94.000000	94.000000	
0.000831	0.729928	0.731125	94.000000	94.000000	
0.000825	0.722119	0.726719	94.000000	94.000000	
0.000819	0.727281	0.723314	94.000000	94.000000	
0.000813	0.718298	0.721676	94.000000	94.000000	
0.000806	0.716674	0.718679	94.000000	94.000000	
0.000800	0.714617	0.723339	94.000000	94.000000	
0.000794	0.716392	0.714586	94.000000	94.000000	
0.000788	0.712594	0.703211	94.000000	94.000000	
0.000781	0.711844	0.720130	94.000000	94.000000	
0.000775	0.710452	0.714265	94.000000	94.000000	
0.000768	0.704161	0.700207	94.000000	94.000000	
0.000761	0.706261	0.708291	94.000000	94.000000	
0.000755	0.707677	0.703609	94.000000	94.000000	
0.000748	0.701393	0.702014	94.000000	94.000000	
