Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.000346	0.201198	0.270624	88.000000	88.000000	
0.000338	0.216129	0.280112	86.555557	87.000000	
0.000331	0.224931	0.299773	85.555557	85.000000	
0.000323	0.232120	0.279252	84.888885	87.000000	
0.000316	0.214435	0.268984	86.666664	88.000000	
0.000309	0.239004	0.298541	84.222221	85.000000	
0.000301	0.234350	0.288432	84.777779	86.000000	
0.000294	0.218422	0.298170	86.222221	85.000000	
0.000287	0.220558	0.287947	86.000000	86.000000	
0.000280	0.233690	0.267808	84.777779	88.000000	
0.000273	0.231598	0.287529	84.888885	86.000000	
0.000266	0.224372	0.287221	85.555557	86.000000	
0.000259	0.219494	0.266940	86.000000	88.000000	
0.000252	0.214932	0.276691	86.444443	87.000000	
0.000246	0.223432	0.276444	85.666664	87.000000	
0.000239	0.246119	0.286160	83.555557	86.000000	
0.000232	0.227793	0.286021	85.111115	86.000000	
0.000226	0.235672	0.275752	84.444443	87.000000	
0.000219	0.239486	0.295601	83.888885	85.000000	
0.000213	0.211561	0.265388	86.777779	88.000000	
0.000206	0.213458	0.295040	86.555557	85.000000	
0.000200	0.241789	0.284791	84.000000	86.000000	
0.000194	0.206987	0.284631	87.222221	86.000000	
